frame,split,width,height,thermal_dtype,thermal_mean,thermal_std,thermal_min,thermal_max,rgb_mean,rgb_sha256,thermal_sha256
000229,train,460,445,uint8,86.309,60.791,0,255,119.827,6617431413115f6b9af5c9c74b2d7c08ac240f51fb24ab5225f5b15573dede44,988ec6d6d41221ff44ed3263d470cc9364b625b901a43da4be4ffba0f6d6456a
000230,train,460,445,uint8,87.429,60.831,0,255,120.858,ba2310db202848acd432850526d4d6393f57141453e7cf50488d36ee4707105c,02d0c5be91f130c4fe7a9d52e77b05522951479b98df9f649c4652bd702d84ea
000231,train,460,445,uint8,89.156,60.084,0,255,121.455,82574eb0d95514c34cae731aff2611f2990ae7043cfb273c62d6495e31697fc7,8014c1cfc8883dc47b844cbd780d3c38f8197b744d66a660bdaa256d9fa233b0
000232,train,460,445,uint8,90.173,58.999,0,255,121.369,42a079241fe076cba706fd332ad37439a701394c6d3d0f6f7d399efe4104723c,d7a649d53a8ada85005adf8be674fe6598f8f1bdc6116e563e97a43337297334
000233,train,460,445,uint8,90.258,59.149,0,255,120.923,5d7a170b2e3ce2558346605a5fa57c4dc00bd360688a7bf90728b6f7e3b1105a,eefddc639ac5de990c8e4feab7eb56d4af993a173b313e10e1a94b46f5cac894
000234,train,460,445,uint8,89.987,58.952,0,255,121.035,980f47a9140deeb93b113a4580e4afcc1b21a26e0943d0b36d53d8892143b72f,5197d2721a4cbc58a10b07d6c159c1f6c45cdb334679da57f13d9f3a0e15b57e
000235,train,460,445,uint8,90.075,59.014,0,255,121.15,445639b49ebd54c0905e6e967312bfec692b430db38d2b073469f7d1da44eacc,10fe3fbec9d861e8967d16a1a42262a35440b67fd74e207ab9dc3005e72cffa8
000236,train,460,445,uint8,90.063,59.127,0,255,120.934,59685d1a3b69fc073696d319f17c49a783285800af360cd32dc3b003a99e9c29,152428c37f2b2e59e6fa055a508372a4f8f1cebddb54dc83da7f56f955fa04ef
000237,train,460,445,uint8,89.625,59.167,0,255,120.679,2f23d3d33c82be91f5da89963bc4ebfa889e574f93138bb8db9a4bac0548343c,226b374944fd40c6672ec1f976217c6e214303270892f3e67e58ed0758b02b5d
000238,train,460,445,uint8,89.102,59.042,0,255,121.352,27c0b140614f1c9993aa20a3978d587dea208bcfa23d942bd032d17a74c8b6c4,21667784188264f710b12666cddcb5f08376a528d00fd2b294c0ea4c2231a6bc
000239,train,460,445,uint8,88.921,59.02,0,255,121.891,b7eaeb199bcc676ae2b9f95f2d9ba754c053dafbaacb9a2b04f6af03276bf64b,4a2718479ba4b4ec42cc97cd80e0c46bb7a0447beb019e6a5f6921a8170c6992
000240,train,460,445,uint8,89.138,58.855,0,255,122.349,fa062c67cae5eeb664c8157407787ff275b0d6dd2ea62d813d6fc1ea4dd0be92,7ecad616b1d6aae56c2bac2b4765c314ef90f6d9af5326944c7a348b09dd231f
000241,train,460,445,uint8,89.771,58.744,0,255,120.386,60f14a13b3d75d68b8550f8f9d4caa843cfdb0d7fefc569a3aafff783aaaa1fc,348525e32ccf06eafe7cb01c9557fceced97335656c438b3e0b3336e2aded626
000242,train,460,445,uint8,89.927,58.38,0,255,119.206,9e7426577138632270c23bd40e0d9da1e86fa69b7c190985265fa8f4ff367702,134c0f318f6d731a796773ed3a7bdc5fd2e80a2330f5f87253ff310059c2fb36
000243,train,460,445,uint8,89.937,58.216,0,255,119.211,f3cf08bc7d21165624a2e59f4b94e5de0d6625b91f1ca9400f7906ac1f405bfe,2d944f5632a2a5f78b08a05569499fddf9d8dde7beee241e8ee2a9fa7a525d36
000244,train,460,445,uint8,90.129,58.42,0,255,118.855,1feeb354ebfa3d690f0319dc1fec8a0d6bf54bda3b6644332b6bddf407594833,e8398f2615a9e00b8b79a606d82979807f004e713df4105a7d5ee251d1b2d7a3
000245,train,460,445,uint8,91.172,58.239,0,255,117.367,e274d31f787c3cfc5ae60eeee24fd49b330e56df59a93a11a3a03f8e92de8d11,9fa92b6c3e8880a0ce6cb3fc86cff5550a7661cc42566d0959cc29a4e0714587
000246,train,460,445,uint8,88.425,60.974,0,255,116.629,16c2b213591dd2b0fb81cd313dfff48fad2bf9bbb71301142353dd0bad1149ac,37a5c46ceabddcaa9fafc70523feb5ed187727684ec6e237720d4002b94dd736
000247,train,460,445,uint8,88.126,60.236,0,255,118.149,dc69779a62b3fbfc32de9807231b640f333f45bf11902870fac21472b24369f9,05c8803b0215e1b8a76ecb234ba703ba5b5b77145123725335e50ff287d7f03a
000248,train,460,445,uint8,87.457,59.274,0,255,116.582,29349f5aa76f91f6f2e7dafcb1bcc78c49ea61b74715681e2285f02cc3e24a9e,455591f1e2904513e7ab9bb97aa0f0c5261d777551d360f4eefc6105bbe0df04
000249,train,460,445,uint8,88.171,59.421,0,255,114.856,e80e79319e001a3cdac389724e125abb586a877fdea8c40176929387809071d2,39723a951a2961f4a314016ba7afe9630d106365cf84909b01bc2a20c662a7ca
000250,train,460,445,uint8,89.742,60.786,0,255,119.207,a96a62bfd64f4abff0d4ce006f769764e3c5f4aef2eb9b17c443f1d80e1d9cff,52c13714162084168873995218ae1a566991daceba422bc3d320dd1a17bdd6b7
000251,train,460,445,uint8,90.57,61.734,0,255,126.431,64cbb2e6d78a8e2222961d2c3f137ccd415fcf41ccfeef54627427ff1b253812,24abb0f7316bef671f6be4391ddb284a9aafeca04b99924acfdf23f7f51533e4
000252,train,460,445,uint8,89.199,61.687,0,255,129.066,0957201aa2fb8faac996a269abd17e2fe72b12dee2d4f5e38306fddcc4f97e8b,c1e2e0db669a410e06fe16917bd4603f3cbf823ab1eac010b73ebcaf957970d2
000253,train,460,445,uint8,86.619,61.049,0,255,130.52,ea6cabf1f1ac8eaa24d1c11d5d90bc86687ad606bbf3f2ff1320adaa7e9af3ab,d72b432df32c1d6df564471563ff9c0d3a83a3bb49cd4c72308f8f757a27e3d7
000254,train,460,445,uint8,84.568,60.409,0,255,132.741,3a4ad428effb6fe014030cbd2856483b725bf6962e9ad22d8cddf47139f99e44,0cf5b4f4748849b2a85a3e327d90e159222e1944072fd1fa1ba10689780e060a
000255,train,460,445,uint8,83.797,60.701,0,255,134.137,22ee1d9d6dd778cb3ba0825d76fab08f0940e82d808755d7b75e45a96030b26c,639278c17d12888a3d3b4a1cae15a5d5c1c9efc7b5f7faad5eb842cd9db8c68f
000256,train,460,445,uint8,83.753,61.165,0,255,134.889,1632730c38cea073c9da434ca7e72e224d83fbed76bbcf09f3ed78c0923b4205,9c38aacd76bd1fb1cdcd600aac6ac9285baf35e7a49cfb6848ac0c2b73968654
000257,train,460,445,uint8,83.412,61.108,0,255,129.16,46963b7c5fb5e6585ea74ad39e341b6bdd854c89e0410aebcb0b2c2a8c5038dc,1715f38c4fa4d67c0c23abce8a94c318fbd793d31d0024971561e1411729f8a5
000258,train,460,445,uint8,83.195,60.853,0,255,127.145,1f02a25975fe0a23d0c2aaaf9098ea43fc6fe393ce80872eef7e3da2237f1519,2ccc36abfaa2426f9eaa3a511e49426e0c4fce66be349d6cb92d1307e4f987d2
000259,train,460,445,uint8,83.001,60.591,0,255,126.666,aab87325ba98e188ffd283062fd2a4c37ca3f52f95f81d1e726907556998da60,409f096ac373e965b6c4a3ea424299196b760eb3aff5e5de51bab4afd2564cf7
000260,train,460,445,uint8,82.836,60.53,0,255,126.5,585f7014d0957760f1965964b431e848b3598a145d19799dad65fe8d16c1133a,2e6546751393e8fe6678b05fcd2ac4074ff0d8381e2803d7c3b7742898a7c27f
000261,train,460,445,uint8,82.433,60.107,0,255,126.104,9ffb57a5530a937b2e9287d193cee4ff27d19c14768b2c423024dbbc32c1e753,b017ef9f885fe93aa0443824a7876fec90f1902eddbe5f4c42cafa4a6dffbe2d
000262,train,460,445,uint8,81.78,59.453,0,255,126.293,569f1fd610d1157673dfde48b65254957112835cd962625be4bd663dc97435af,df818f6603c3e1721f5b4a3d62f30445a4d3e50bfa7b206edac571e91257a72f
000263,train,460,445,uint8,81.633,59.302,0,255,126.273,b9f3ac7ffbdef405da227186ae9d22b5d71cfc67ca7c7763174b889eb04c1643,f996723af23df5ac3ea78d6b06201822dee9a8db3e3612fa071ad58ed61b61f7
000264,train,460,445,uint8,81.548,59.299,0,255,126.242,600c626aa5910d33a82bf839268abd09a74f4d16bde384d44d8021ce30bf771e,544b0af26929d87ba94d6112018e7ee186276386f84a6c7ddfda1d1aa6f3de35
000265,train,460,445,uint8,81.383,59.104,0,255,126.248,d4077156dfa525b5826c24bdac37c165a262f63537efa7347afed67cbb31fae7,6abb1d0b286cb9f521d2a137bd4253804e903650b606b84a573e5248db29e636
000266,train,460,445,uint8,81.398,59.056,0,255,126.174,135e8d596cda6ea59b949e4ff3400f387f365fbaa1935d58e337cddffc9dd3a0,fd16a086ba2dd74b6601c309b4f79eeba2efb77d3ea830c5c88a1c2f13ce421e
000267,train,460,445,uint8,81.363,58.914,0,255,126.234,c9914e060a92871c6ce795b65605adb5f1a8bc0f6a2c08ac325c0de0f1ea8f55,fa7d7f1db42f1a336094f6550725f9d9c97c843ca3a4bf6774247bcebc50e9c5
000268,train,460,445,uint8,81.334,58.871,0,255,126.298,15c2aac645a6b1270f9c7fefc906e83f28ce51216fac48e0ce8578d68d72ac76,ce05ed2c271e272f7be997559958d57a9b5d332131a6e57bca95dc8514fe4f89
000269,train,460,445,uint8,81.304,58.799,0,255,126.276,dd1fdb7623f442bfc1eedc828e866c1606ef21a9b36fece0e748c040e3678276,3d8aa43bffab686278e1baeb75be0c54fb57a61e0d585e09acc77f0b00d31bfb
000270,train,460,445,uint8,81.313,58.731,0,255,126.308,6708b560ee19c60036cf331dd98db79e01cb0cf81707d355627de89212bb3fae,296d043a7468898424a3e485bb3cb26e4309075848248857326c3168175e896e
000271,train,460,445,uint8,81.681,58.759,0,255,125.971,8ce6737004438889fa0be8911b9e2d32096a993604d12217775f933d4108848d,3ab5b8accaf688842555a82a9d0a8acd872fbee360d945ae747c914206ff47bc
000272,train,460,445,uint8,81.468,58.488,0,255,126.016,3a73f41fd4cbbfe6575e05ecf325157a5e8839fdf745286d4288856a8d341bb6,034973a37d51234cd6da9e6d2976c6069bfe54298c74eeb5e5ff904548b273d0
000273,train,460,445,uint8,81.358,58.255,0,255,125.989,c143cfc863f0830494a2a415a2926f3d1a8b58160de501edab3df07fe7141343,0f0c3b04955631c55a8c5c7134faf9c3a30c70a36b25e0fc6df4838987c219ac
000274,train,460,445,uint8,81.326,58.303,0,255,126.009,5e32fd996b84e7d1bff441e791d173d5aaa440a3982df62b25023ef5487af375,99f92555ec516a60e6a07c723eba6b672579647313a398c6650ad287ca708907
000275,train,460,445,uint8,81.354,58.273,0,255,126.071,294693f38b84083d7488e8b8982d4ad347721c87b0e032c2ca24605f1efa9539,6c663c02edd3121ac16b11661ba3eff6642a9f8b0ebbeeb80fb72e8011ae8a81
000276,train,460,445,uint8,81.397,58.454,0,255,125.795,c4bafb3aa6633f1b4ec980f1bf1e727cbcdb3d6faa4255a0726403b57e1dcbe6,a1dff669a0922febbe23fd5dd577845cd75816a1ae7c7226f304b08e63de58b2
000277,train,460,445,uint8,82.039,58.695,0,255,125.858,47ef468ef2744d395dafa923d3cac70f0a4fb2f32422fbbc371e17bf65bc8420,77861ab9f717f6588c701f8784664457c1bc73fd4b18710f7b4ac3df4b660c15
000278,train,460,445,uint8,82.781,58.777,0,255,125.884,6d494c87da0ffa57b557e3589cd1672bd93ec9dce0499978ae4dd79bf9249b85,982c9cc708552b1be800e15169751fcb4cd16bb23a398137f5e0934f07bb26e0
000279,train,460,445,uint8,82.708,58.777,0,255,125.842,5df5ab283521e8b4f3919574a387b460d93b5bc2d8ea9d8f0df88b2320cab537,8a9d4d8ba5c202910144b4d20148620be0d56e5c79b50bde1b82289368f4218c
000280,train,460,445,uint8,82.626,58.747,0,255,125.791,e744401e9b631c0686a061bfc57ab2c9202526d664a0d28eac889d940beb0fcc,3d9fb403477c96365d9e6714a55649cf7290c924b389225acca2cd22294489a8
000281,train,460,445,uint8,82.953,58.729,0,255,125.561,fb5d944ab1f34440c89232af993435e5c00e6c7a4f943b96b27039d1de8e44ea,d5f5ad71b543e0b0fb25247ab291fe45e52d745e3ae32a23f2f8dd3b570f87ca
000282,train,460,445,uint8,83.647,58.753,0,255,125.6,595c67320bea18a41f045585e0cfa60bf14f330d26927a125cbc7c8ddd504ebe,a3c691b0a9e415587e13ac169c8a0a8d9a4c264f789ffb8245590c69794500bb
000283,train,460,445,uint8,84.66,59.122,0,255,125.585,133d6d96138ef36b4a9d0aaa04f92f159039f38f34d168ff1b2a50ee8dadd02d,2dc44c149ba7e29631745c9eaa051f55b43b26a08673e7c1f25ae332e38e96df
000284,train,460,445,uint8,85.89,59.19,0,255,125.551,76d69b6be4ef87690f139b5dfc812bd9e39da3ff7491e5ec90db6c162125427a,18a7fe0d105634d18571d8bb6dad128c65f05d5f4355d6093141475da1cf6898
000285,train,460,445,uint8,86.97,59.377,0,255,125.478,8e0491ceb19412f1398b79e8bf3e1e61ae1e7b51dada62374cd8e25300a4bd9c,c3071f0e027b7c9f9a2f9ab83c1cfed9c779c920e49bb05100c8b5e4e72660b7
000286,train,460,445,uint8,86.616,59.391,0,255,125.248,3680d567f52137018a0fde48a17bc80c3d3a9fa265973afc0fab7cb8dc380937,6acaea4b13067e06b708d86450bcf0984a22241dec5d13c4f717dd8c83d35575
000287,train,460,445,uint8,86.867,59.273,0,255,125.109,c669844c9efdaae2214626e646ac7e64b34266590440eb3ea4a9535b0b53bd2a,56601e5fac6fa8bc8233d27e94653ded1b3d574efd17488a4825da644dfe503f
000288,train,460,445,uint8,87.277,59.353,0,255,124.826,a5fc853302072376261d1e82cfed992e71b0bc5126a3a5a8a9028d3af1317184,64a7fb8b8fa590af382cd889e25482bf47f485ee6014d823165394ed0cfd47e6
000289,train,460,445,uint8,87.881,59.488,0,255,124.484,4dd807acad2f51c2dfc3395fcdeae2f33e8314a77d19b20041a5e838bcb5ca9f,86638bd0385d38db80b41d8535e3e43f5ef6401854aef0fa6d7d7b687dee8bf9
000290,train,460,445,uint8,88.106,59.478,0,255,124.299,126c55ac096182f5cfd1916bcd4b533c949b1ace1fea8bb8bdc57d3d486d5673,72d72aef5a1a798fc4d4e0db99ba02eea7000a639535562a387ed1e29a2c8580
000291,train,460,445,uint8,89.163,59.752,0,255,124.116,382b6fda1d188a754573ffad231b11fc6f7c4878df8c9f4968fdbac57a5fd1a5,e340e88a3ef7d2590a3eddb65703ccaf161e32cf228b089463302afdf72723cb
000292,train,460,445,uint8,90.488,59.96,0,255,124.042,e13e9dc5556952becb157225f74926f640470632ab879b6c556ad1a9d4f727c9,6d3ade79568166cac7f2813bde3f11ff97ff12775fc860e41ffa2ea40e93b4bf
000293,train,460,445,uint8,91.074,60.204,0,255,123.996,89c57173180ebb8990d56f5ebd9e767dde42715e9b6cbba5630e49083d2285fd,c528c14ef19684371cadb929cec10a4882d0eec7fecdbbe665114579104795e5
000294,train,460,445,uint8,91.594,60.406,0,255,124.012,ed0d8c49818afb15d988fe18c12ef39f68f5560e6a78458e2baf351478c9740d,0772bdbd803a963a2587720f90472ae5193bf2bb52a1a8ec4e0b72aae7df89e5
000295,train,460,445,uint8,91.856,60.474,0,255,124.011,d0afabd5f9b3316de2a4fe931e698c1db58a45e8e983e2b9eac182d78f4b2b34,21a868beb731efa5c35f0a62f647f9097dab590393d3d5758019f753ea493fe7
000296,train,460,445,uint8,92.36,61.054,0,255,123.947,dec29591c6e247bb732890e46e4bc8d9005e0da9192d6d63d213515a32003893,10948b70bbf7fc2593d0eb01246ede755cebd6a47208a164d2b87dbdfdf1c0bf
000297,train,460,445,uint8,92.295,60.971,0,255,123.956,d58a1082cb0f050f4341aedffbdd746cbaff891d2f1f0b025777f37ad9ee93e3,00badf866f0eedc4155a098c08d93fb799b90d52109ca13a30b824cedc90f8ca
000298,train,460,445,uint8,92.559,61.069,0,255,123.854,ce7736769e12af301965fad053587681a618966d6d8992c39ecffa52f37a3fd3,3698b5b81f72b7eba59bd26027388db78c906dc5e99b5c04e406e0d44ddc8c87
000299,train,460,445,uint8,92.58,61.162,0,255,123.798,81a7dcf9cb8eaf893200015de3310edccaba224cb066306cf28be982af667616,91da516e893710cdf2e159c7f7e9cb9536d8a3c7470e39bc03e5a3765313b0bb
000300,train,460,445,uint8,92.892,61.304,0,255,123.889,73477edf1d496f0e5b06654db493286a83e15e7c29928df597683b29ca63f589,87a5ebf732126b8ac3a6152d57a055a6075604655c9ba15b8d489e29cc2eba45
000301,train,460,445,uint8,92.913,61.299,0,255,123.763,c26e77014f9aa3ee134a9a2631ec6c5602b81c8fb151388f4a78a284ecb70e38,4c2114606419e1284e4924e55bf89332924bd9d860350bac5ed7f5205532fb7b
000302,train,460,445,uint8,92.661,61.271,0,255,123.78,fefe51c2727acba8870578495f1f785c07d2e53238d712e1c5f79726bff3e9bf,ca5de117606a8a7df6587c3aa5840fdd32cbaf3e29b2a8e2245d3e7723dd7cfe
000303,train,460,445,uint8,92.605,61.3,0,255,123.894,2fadd6ec3b22718b9fe8237b3456bdbecc855f3e9254e31a24c7274310ca3258,0226b3bb3de1758648fe4d612b186f7946a067e0258df3b70c8b502b22ff391a
000304,train,460,445,uint8,92.759,61.41,0,255,124.051,46c54d4439474fc4735922f8e107ddc9763e32c3aaaac0bb85f0882b550d5b88,1c6cac35d4f545c6661c66f253b0aff47d0dd94b158981d950cc84423e914de2
000305,train,460,445,uint8,93.226,61.602,0,255,125.241,0d04d99f45162b247a31243f0f4e958b2d830189e68491cf61f8fb3689e5bc12,34412a1687dd7a0f1e7fd4b387a3af51f4f3252aced4083daefbb6968af48863
000306,train,460,445,uint8,93.62,61.925,0,255,125.693,ffe7b60edb2efa3643ca8c4bd452c7e72af49beb20f7bde2291e5e6979a78c70,a5dd19cabff5dc34f0b7702fc8215fad61388f4204ead5dbf65872a4f8887768
000307,train,460,445,uint8,93.276,61.786,0,255,125.698,a9e0cd1ec492a95ab59a59f9826d77f014bda52e4c26fa9ea434c2ff9610ee82,01cefab1ef8268da6cd941a0f613b9799997c3fafb30c9fa1e0f6c262ad99f9b
000308,train,460,445,uint8,91.277,60.999,0,255,125.668,2cca8023e793af2c115a6873c14c4ab57be84d1f7f4ac8f5da2f0ac4236592ab,4aa359497dcb93b4c814921a4e751ce71d8b2da661874f794fd2b341bb3ddbcf
000309,train,460,445,uint8,88.882,59.697,0,255,125.198,7b034aae017d98326381ec39bfc5dd5258a00a50c015ae34220d671221bde8d0,196ff1fa8eb83bdc3306b5e6ef96c92d1f9ed66906bb9ddc9014cb3b1c564f9f
000310,train,460,445,uint8,87.082,59.17,0,255,125.254,0982a68958af657345736995f4fa5cf5b76577b5739fad26bcea4fcdf6da71d1,2dc108ceabab4957edb9fb7deecf95afa52f5ae36886b0c2f2fabb557a04da7c
000311,train,460,445,uint8,85.586,59.19,0,255,125.307,0b68960e5c9073d34636a1fbcc24543cbe6ef7f9aa014581d05057bbe16f3a23,cf5e49360123da2068ecaf93e514ae28bbbea611fe05161480f1fc9f692fc9d5
000312,train,460,445,uint8,84.822,59.533,0,255,125.411,fb4c99c8a6eaf031a63c04dc97b68ca06f017aede9a4ad7828b744e79c3bc75f,356daabda208eb68f362ab548f6f2788a33656a52fc898303a36cecb7eaee622
000313,train,460,445,uint8,83.454,59.614,0,255,125.35,52971322ca64d49f0b3b93896ab25cc5fd90fd363f8355f5dee88e312fbd38ca,b6a695347a6f4bd1c4ae83e188b6544d9135b811419b5f74c6a4341a6f0f6578
000314,train,460,445,uint8,82.603,59.453,0,255,125.387,9290dc88ad8730182e8b78c098c3f13ebc5ce503cb6583c1e9a724dbbff39830,ddbb41d95989a7481b21f3437774172c2afd88d7ac4543f007b92682497f9269
000315,train,460,445,uint8,83.07,59.131,0,255,125.335,f66a36fe284fa7031aa6940d89bf4ff2e4bd19e137a22ba4d9b0aefb4986d578,f84fdf0859fa2b1a714e13b500b7110fbf33e1efdae56f4d8c53e590ea067840
000000,val,460,445,uint8,133.239,7.712,105,150,253.938,aca4d7f55c23adaa20feebddf7d5d37c752c7a97e29d50a957b87db00ecea501,268853f3a7e5825e4683bcf6a18b08a2a648d99f497df8af49ead17364d0cd34
000001,val,460,445,uint8,81.014,58.174,0,255,252.348,450455dc79a30e0ba8b5560a5323cb9edd0623f14963c810e849f8663ac5956a,fc528ee9c26854d2d8105283eedcf16667f86d6056c81d26fbcf9397ee0c6fe4
000002,val,460,445,uint8,81.064,58.216,0,255,241.525,123f17870da5c1326fed08d10353f0eab1b59db2c74bcef43acc949f2de4e7c1,2f364fca6f2d1b0d472d8cf450237031ad56b7c179b3c4fadc2c4ca0fa62cc79
000003,val,460,445,uint8,81.121,58.29,0,255,134.273,36742f470134f9870982249aef421315d111e73f9fdaac1b8862734ff581f4d8,64120275e2c4edf05ca3233c86ae731f2be736a64653f8a8578ec3df4c75678a
